district,subdistrict,community,rooms,halls,area_sqm,total_price_wan,unit_price,metro_distance_m,标题,关键词,est_transaction_price_wan,est_unit_price
宝安,宝安中心区,金泓凯旋城,4.0,2.0,125.0,1000,80000,352.0,前海摩天轮旁大社区高实用大4房2厅2卫2阳台 诚心卖看房方便,"近地铁
新上
东南
民水民电",900.0,72000
福田,梅林,绿景虹湾（虹湾花园）,2.0,2.0,52.0,360,69230,121.0,绿景虹湾，新上高层两房，户型实用，价格可谈，诚心出售,"近地铁
新上
西北
民水民电",324.0,62307
盐田,沙头角,上东湾,3.0,2.0,86.54,600,69332,266.0,关口物业看中可谈配套齐全,"近地铁
新上
南
民水民电",540.0,62399
龙岗,坂田,四季花城(五期北区),3.0,2.0,87.2,409,46903,677.0,万科四季花城大型社区 交通便利 低密度 配套好 急售,"近地铁
新上
南
民水民电",368.1,42213
盐田,沙头角,瀚海翠庭,2.0,2.0,70.0,230,32857,249.0,瀚海翠庭  业主急售 地段好 户型方正 适合居家主要便宜,"近地铁
新上
南
民水民电",207.0,29571
福田,上下沙,京基滨河时代广场,1.0,1.0,40.86,210,51395,479.0,京基41平一房一厅红本楼上大型商场,"近地铁
东北
民水民电
电梯房",189.0,46256
龙岗,坂田,第五园(七期璞悦山),3.0,2.0,175.0,1290,73714,,新，半山豪宅，四房三卫，万科璞悦山,"新上
南
民水民电
精装修",1161.0,66343
罗湖,布心,今日家园,3.0,2.0,61.35,390,63569,241.0,罗湖天河城旁边，复式3房，精装修出售,"近地铁
新上
西北
民水民电",351.0,57212
龙华,民治,春华四季园（一期）,4.0,2.0,78.98,580,73436,824.0,近梅林关，春华四季园，大社区，79平4房，高赠送，户型方正,"近地铁
新上
民水民电
精装修",522.0,66092
龙华,民治,春华四季园（一期）,3.0,2.0,110.0,600,54545,824.0,近8号仓，春华四季园，110平3+1房，大阳台，装修保养好,"近地铁
新上
南
民水民电",540.0,49090
福田,香蜜湖,港中旅花园（二期）,4.0,2.0,157.51,2600,165068,332.0,南北通透，深高+荔园外国语，全新装修，拎包入住,"近地铁
新上
西南
民水民电",2340.0,148561
罗湖,百仕达,百仕达花园一期,6.0,3.0,190.5,1200,62992,461.0,中空复式 价格可谈 红本满五 紧邻翠竹山公园 双地铁口,"近地铁
新上
南北通
民水民电",1080.0,56693
龙华,龙华中心,壹成中心花园(五区),4.0,2.0,86.92,475,54647,,高增送，买3房送1房,"新上
西南
民水民电
电梯房",427.5,49182
龙岗,布吉,茂业城,2.0,1.0,63.1,116,18383,532.0,茂业城 户型好 近地铁 实用率高 住家首选 价可谈,"近地铁
新上
南
民水民电",104.4,16545
盐田,沙头角,蓝郡广场,4.0,2.0,216.38,1750,80876,607.0,山海大花园 停车位充足 5房3卫,"近地铁
新上
南北通
民水民电",1575.0,72788
福田,石厦,皇都广场,2.0,1.0,68.44,270,39450,462.0,福田平安大厦精装两房业主诚心出售,"近地铁
新上
北
民水民电",243.0,35505
宝安,沙井,鸿荣源禧园,4.0,2.0,128.85,650,50446,480.0,沙井鸿荣源禧园精装修4房南北通户型,"近地铁
新上
南
民水民电",585.0,45401
宝安,桃源居,桃源居十一区,3.0,2.0,75.3,380,50464,461.0,桃源居社区座落在深圳宝安地铁口附近书包房,"近地铁
南
民水民电
电梯房",342.0,45418
罗湖,洪湖,鹏大厦,2.0,1.0,37.04,350,94492,248.0,业主诚卖深中精装小两房看洪湖公园通风视野好万科物业洪湖地铁口,"近地铁
新上
西南
民水民电",315.0,85043
罗湖,翠竹,金翠园,3.0,1.0,87.15,820,94090,527.0,金翠园，精装3房，读深中，仅卖690万,"近地铁
新上
南
民水民电",738.0,84681
宝安,新安,君成雍和园,3.0,2.0,52.0,345,66346,83.0,正地铁口宝安客运站温馨精装小3房性价比超高你值得拥有,"近地铁
新上
北
民水民电",310.5,59711
福田,皇岗口岸,皇御苑A区,2.0,2.0,78.0,480,61538,376.0,皇御苑一期，精装修两房，诚心出售，朝南，近地铁口,"近地铁
新上
东南
民水民电",432.0,55384
罗湖,黄贝岭,新天地名居,1.0,1.0,38.41,230,59880,356.0,罗湖排名书包，小户型租金高，税费少，一步过香港,"近地铁
新上
西南
民水民电",207.0,53892
龙岗,坂田,嘉御豪园(信义嘉御山),4.0,2.0,140.3,1020,72701,553.0,笋，四开间朝东南，高层视野好，满五税少,"近地铁
新上
南北通
民水民电",918.0,65431
罗湖,翠竹,翠竹苑,2.0,1.0,52.0,245,47115,326.0,翠竹苑，黄金楼层，精装修，有旧改可能，找我价格可捡漏！！！,"近地铁
新上
民水民电
电梯房",220.5,42404
罗湖,布心,松泉公寓,3.0,1.0,59.31,250,42151,520.0,"新出炉房源,，业主换房急需腾名，诚心出售","近地铁
新上
东南
民水民电",225.0,37936
盐田,沙头角,上东湾,3.0,2.0,88.29,430,48703,266.0,上东湾 沙头角关口对面 看海看山 精装四房 好楼层 税少诚售,"近地铁
新上
西南
民水民电",387.0,43833
福田,香蜜湖,港中旅花园（二期）,4.0,2.0,194.0,3800,195876,332.0,港中旅二期小高层使用率高复式，南北通透,"近地铁
新上
南北通
民水民电",3420.0,176288
福田,上下沙,金域蓝湾,4.0,2.0,158.55,1200,75685,722.0,万科金域蓝湾，带负一楼固定车位，看房方便，安静,"近地铁
新上
南
民水民电",1080.0,68116
罗湖,百仕达,东乐花园(罗湖),2.0,2.0,82.0,320,39024,393.0,朋友的房子精装大两房可以改三房,"近地铁
新上
南
民水民电",288.0,35122
罗湖,莲塘,东方.尊峪花园,4.0,2.0,182.4,888,48684,832.0,东方尊峪端头位置，罗湖市区景观，南北通透装修保养好，新上房源,"近地铁
新上
南
民水民电",799.2,43816
宝安,宝安中心区,花样年花乡,1.0,,27.8,210,75539,564.0,宝体地铁站，精装单间，总价低，急卖,"近地铁
新上
南
民水民电",189.0,67985
南山,华侨城,新天鹅堡一期,5.0,3.0,375.0,11000,293333,588.0,高层 湖景海景特价房！天鹅湖花园，业主急卖！,"近地铁
新上
南
民水民电",9900.0,264000
南山,前海,星海名城（一期）,3.0,2.0,99.65,660,66231,614.0,星海名城一期3+1房，红本满五，婚房装修保养好，安静！,"近地铁
新上
北
民水民电",594.0,59608
龙岗,布吉,慢城（三期）,2.0,1.0,54.78,198,36144,,石芽岭片区，精装两房，满五唯一，车位充足，小区自带商业幼儿园,"新上
南
民水民电
电梯房",178.2,32530
福田,香蜜湖,香域中央花园,4.0,2.0,206.47,4300,208262,216.0,香域花园，小高层206平4房，使用高，诚意出售安静,"近地铁
新上
南北通
民水民电",3870.0,187436
南山,前海,绿海名都,3.0,2.0,105.92,680,64199,360.0,绿海名都精装三房户型方正装修保养好地铁口物业诚售,"近地铁
新上
南
民水民电",612.0,57779
罗湖,洪湖,鹏大厦,1.0,1.0,23.34,330,141388,248.0,翠竹深中洪湖地铁口鹏大厦次新精装一房一厅水贝珠宝商圈配套齐全,"近地铁
新上
西南
民水民电",297.0,127249
罗湖,黄贝岭,金城华庭,1.0,1.0,35.58,190,53400,528.0,金城华庭一房出售,"近地铁
新上
北
民水民电",171.0,48060
宝安,桃源居,桃源居六区,3.0,2.0,84.48,450,53267,837.0,桃源居精装三房，满五年红本，采光好，户型方正，实用率高,"近地铁
新上
南
民水民电",405.0,47940
盐田,沙头角,君临海域（二期）,3.0,2.0,78.38,350,44654,395.0,君临海域，精装修,"近地铁
新上
南
民水民电",315.0,40189
宝安,桃源居,桃源居六区,3.0,2.0,85.22,390,45763,837.0,桃源居首府小三房高楼层，朝南看花园，清爽装修风格，满五年红本,"近地铁
新上
南
民水民电",351.0,41187
南山,前海,鼎太风华（三期）,3.0,2.0,82.4,798,96844,859.0,新上业主换房急售笋盘鼎太风华四期精装三房红本看前海,"近地铁
新上
南
民水民电",718.2,87160
南山,南头,麒麟花园（三期）,3.0,2.0,111.0,970,87387,678.0,麒麟花园三期 3房2厅 户型方正 业主出国 诚心卖,"近地铁
新上
北
民水民电",873.0,78648
罗湖,翠竹,龙屋,4.0,2.0,91.67,530,57816,550.0,龙屋带深中4..8..8..楼层好，业主急卖价格好谈也配合,"近地铁
民水民电
带家私
精装修",477.0,52034
罗湖,新秀,东方都会大厦,1.0,1.0,35.32,165,46715,633.0,东方都会 高层景观好 135W卖,"近地铁
新上
东
民水民电",148.5,42044
罗湖,新秀,东方都会大厦,1.0,,31.84,135,42399,633.0,东方都会 带泳池 中间楼层 价格可谈 业主换房 产权清晰,"近地铁
新上
东南
民水民电",121.5,38159
罗湖,翠竹,愉天小区,1.0,1.0,34.0,300,88235,335.0,业主急急急，价格随便谈，捡漏速来,"近地铁
新上
南
民水民电",270.0,79412
罗湖,黄贝岭,金城华庭,2.0,2.0,54.01,350,64802,528.0,金城华庭，精装两房，门口螺岭书包，业主价格可谈，三地铁线,"近地铁
新上
北
民水民电",315.0,58322
罗湖,布心,淘金山湖景花园一期,7.0,2.0,299.18,3200,106959,745.0,淘金山 中高楼层，看湖景，大观景大阳台,"近地铁
新上
南北通
民水民电",2880.0,96263
龙岗,布吉,慢城（三期）,2.0,2.0,74.19,320,43132,,布吉石芽岭片区，慢城三期精装两房，小区配套完善，车位充足,"新上
东南
民水民电
电梯房",288.0,38819
福田,香蜜湖,宝能城市公馆（一、二期）,4.0,2.0,188.0,3000,159574,501.0,宝能城市公馆，香蜜湖次新房，大平层四套房设计，急售,"近地铁
新上
南北通
民水民电",2700.0,143617
福田,景田,缔梦园（一期）,1.0,1.0,41.34,213,51523,150.0,业主诚心出售   地铁口物业,"近地铁
新上
北
民水民电",191.7,46371
罗湖,翠竹,嘉湖新都,1.0,1.0,35.27,320,90728,340.0,急卖嘉湖新都，深中笋盘，谈价空间大，采光通透,"近地铁
新上
南
民水民电",288.0,81655
罗湖,翠竹,嘉湖新都,1.0,1.0,35.0,325,92857,340.0,深中在线，嘉湖新都朝南住宅小户型，满五年费用少,"近地铁
新上
南
民水民电",292.5,83571
罗湖,布心,松泉公寓,2.0,2.0,57.89,200,34548,520.0,松泉公寓楼梯房带翠园，看房方便,"近地铁
北
民水民电
精装修",180.0,31093
罗湖,布心,碧岭华庭,4.0,2.0,121.08,580,47902,480.0,碧岭华庭靠山安静、采光好业主诚心卖,"近地铁
新上
南
民水民电",522.0,43112
罗湖,人民南,阳光新干线家园,1.0,1.0,40.0,156,39000,224.0,带花园社区，适合住家，满5年,"近地铁
新上
北
民水民电",140.4,35100
罗湖,翠竹,逸翠园,2.0,2.0,65.63,385,58662,578.0,价格可以谈，精装修，诚心出售，高楼层,"近地铁
新上
西南
民水民电",346.5,52796
宝安,宝安中心区,金泓凯旋城,3.0,2.0,84.0,690,82142,352.0,业主诚心在卖，适合过度期的小三房,"近地铁
新上
东南
民水民电",621.0,73928
盐田,盐田港,中海半山溪谷花园,2.0,1.0,69.63,195,28005,829.0,半山大2房，满5年，拎包入住，环境安静，居住舒适,"近地铁
新上
北
民水民电",175.5,25204
宝安,碧海,康达尔山海上园(二期),4.0,2.0,143.43,950,66234,,143平方大4房2厅，住家装修，康达尔山海上园二期，南北通透,"新上
南
民水民电
电梯房",855.0,59611
南山,南山中心区,西海湾花园,4.0,2.0,123.62,999,80812,588.0,西海湾花园安静满五年户型方正诚意出售,"近地铁
新上
南
民水民电",899.1,72731
罗湖,洪湖,源兴居,3.0,2.0,92.99,430,46241,325.0,洪湖公园的家，源兴居3房，业主急卖，配套齐全,"近地铁
北
民水民电
电梯房",387.0,41617
龙岗,龙岗中心城,万科清林径,4.0,2.0,89.0,298,33483,,万科清林径 看湖景横厅四房 只有契税业主换房诚出，看房方便,"新上
南
民水民电
电梯房",268.2,30135
宝安,宝安中心区,熙龙湾（一期）,5.0,2.0,168.9,2480,146832,327.0,满五年唯1，送双露台，东南向看花园全景,"近地铁
新上
南北通
民水民电",2232.0,132149
罗湖,翠竹,鹏城合正星园,3.0,2.0,87.0,700,80459,420.0,合正星园  深中在 少有放盘的户型 业主很急价格来电有惊喜,"近地铁
新上
北
民水民电",630.0,72413
罗湖,黄贝岭,汇鑫花园,2.0,1.0,64.57,260,40266,335.0,汇鑫花园，户型方正，地铁口物业，居家舒适，红本满五年,"近地铁
新上
北
民水民电",234.0,36239
盐田,沙头角,倚山花园（三期）,3.0,2.0,87.66,338,38558,632.0,倚山花园，朝南3房，户型方正，阳台大，诚意出售，价格可谈,"近地铁
新上
东南
民水民电",304.2,34702
福田,梅林,绿景虹湾（虹湾花园）,4.0,2.0,120.0,980,81666,121.0,福田次新楼盘，安静南北通话，地铁口物业，购物方便,"近地铁
新上
西南
民水民电",882.0,73499
福田,香蜜湖,翠海花园（一期）,3.0,2.0,91.0,1350,148351,259.0,房子在卖业主配合看房方便，南北通透采光好,"近地铁
新上
北
民水民电",1215.0,133516
坪山,坪山中心区,龙光玖云著大楼,1.0,1.0,36.24,52,14348,295.0,坪山14号线锦龙站，龙光玖云著精装一房出售,"近地铁
南
民水民电
电梯房",46.8,12913
龙岗,大运,中海康城花园,3.0,2.0,87.0,265,30459,,中海康城花园，急售，看花园，中高层，三房两厅,"新上
南北通
民水民电
精装修",238.5,27413
龙华,龙华中心,锦绣江南（二期）,6.0,3.0,163.01,830,50917,,江南风情社区，高赠送三层复式5房，看房随时,"新上
南
民水民电
电梯房",747.0,45825
宝安,桃源居,桃源居三区,3.0,2.0,106.0,470,44339,285.0,桃源居近地铁口进书包房，采光好，电梯安静,"近地铁
新上
北
民水民电",423.0,39905
南山,前海,阳光棕榈园（三期）,2.0,1.0,39.46,385,97567,845.0,南山前海中海物业大社区 阳光棕榈园小二房精装业主诚售。,"近地铁
新上
西南
民水民电",346.5,87810
宝安,桃源居,桃源居六区,3.0,2.0,143.65,730,50817,837.0,桃源居户型方正新小区交通方便送面积多,"近地铁
新上
南
民水民电",657.0,45735
宝安,桃源居,桃源居世外桃源,3.0,2.0,116.57,460,39461,387.0,桃源居近地铁口满五年税少户型方正南北通透,"近地铁
南北通
民水民电
精装修",414.0,35515
盐田,沙头角,东埔海景花园（一期）,4.0,2.0,130.22,990,76025,689.0,海景小高层带大露台4房2卫,"近地铁
新上
东南
民水民电",891.0,68422
龙岗,大运,中海康城花园,3.0,2.0,87.0,308,35402,,全新装修双阳台保养好可上中文书包,"新上
东
民水民电
电梯房",277.2,31862
南山,前海,阳光棕榈园（三期）,3.0,2.0,105.69,780,73800,845.0,前海大社区阳光棕榈园 精装大3房 诚心出售 满两年税费少,"近地铁
新上
北
民水民电",702.0,66420
罗湖,莲塘,四季御园（新世界四季御园）,3.0,2.0,72.46,456,62931,340.0,关口物业 精装小三房 带大露台方便晾晒休息 朝南向 通风亮堂,"近地铁
新上
南
民水民电",410.4,56638
宝安,碧海,碧海富通城（六期）,3.0,2.0,89.2,650,72869,796.0,碧海富通城高性价比三房业主急售,"近地铁
新上
南北通
民水民电",585.0,65582
龙岗,龙岗中心城,百合盛世（二期）,4.0,2.0,87.13,320,36726,,业主向市场妥协！地铁口刚降价房源，精装，满五年急售，价格私聊,"新上
南北通
民水民电
电梯房",288.0,33053
龙岗,布吉,百合星城（二期）,3.0,2.0,117.48,550,46816,332.0,百合星城二期，近三号5，14号线，线地铁口，商业齐全,"近地铁
新上
南
民水民电",495.0,42134
龙岗,坂田,第五园（八期）,3.0,2.0,115.96,550,47430,810.0,三面采光，看公园，看水库，万科八期大三房,"近地铁
新上
南
民水民电",495.0,42687
宝安,宝安中心区,丽晶国际,4.0,2.0,125.0,1100,88000,324.0,宝中精装4房  可拎包入住  近地铁西南朝向看花园,"近地铁
新上
南
民水民电",990.0,79200
罗湖,莲塘,金色年华家园,3.0,2.0,75.16,420,55880,490.0,厅出阳台小三房采光好，满两年税少，近地铁站配套齐全,"近地铁
新上
北
民水民电",378.0,50292
龙岗,布吉,信义假日名城(六期溢芳园),3.0,2.0,100.0,365,36500,693.0,溢芳园 满五年 户型好 地铁口 实用率高 住家首选 价可谈,"近地铁
新上
民水民电
电梯房",328.5,32850
罗湖,翠竹,翠华花园,2.0,2.0,64.77,400,61756,253.0,翠竹+翠园345）可用。老朋友房子换房急卖，价格你说了算,"近地铁
新上
东西通
民水民电",360.0,55580
宝安,新安,中洲华府（二期）,4.0,2.0,172.59,1880,108928,353.0,中洲华府二期，172平方4房2厅，端头户型南北通透，看房方便,"近地铁
南
民水民电
电梯房",1692.0,98035
龙华,龙华中心,壹成中心花园(六区),3.0,2.0,75.38,465,61687,,精装修拎包入住看花园通风采光好,"新上
西南
民水民电
电梯房",418.5,55518
宝安,桃源居,桃源居十五区,3.0,2.0,88.0,420,47727,518.0,桃源居新小区车位多交通方便视野好业主诚意出售,"近地铁
新上
南
民水民电",378.0,42954
龙岗,龙岗中心城,中央悦城,4.0,2.0,142.5,700,49122,320.0,4房 大平层精装修 满5红本税费少 近地铁站口 看房提前联系,"近地铁
南北通
民水民电
电梯房",630.0,44210
罗湖,洪湖,源兴居,1.0,1.0,23.57,115,48790,325.0,源兴居地铁口，在家可以看荷花的家，桂园书包,"近地铁
新上
南
民水民电",103.5,43911
福田,香蜜湖,宝能城市公馆（一、二期）,3.0,2.0,108.88,1600,146950,501.0,香蜜湖次新房户型方正好用厅出阳台带衣帽间拥有好书包大三房,"近地铁
新上
南
民水民电",1440.0,132255
福田,香蜜湖,东海花园（一期）,3.0,2.0,138.23,1800,130217,464.0,成交热门小区东海花园一期，景观无遮挡，看房随时方便,"近地铁
新上
东北
民水民电",1620.0,117195
罗湖,黄贝岭,深业东岭花园（二期）,3.0,2.0,89.45,680,76020,435.0,花园式小区 地铁口物业 业主诚心出售,"近地铁
新上
东南
民水民电",612.0,68418
南山,南山中心区,海印长城小区二期,3.0,2.0,109.0,1050,96330,382.0,南山中芯海印长城朝南经典三房美好生活从安家开启,"近地铁
新上
南
民水民电",945.0,86697
南山,华侨城,香山美墅云颂,4.0,2.0,175.62,2200,125270,,香山美墅豪装4房 南北通透 诚意卖 价格好谈,"新上
南北通
民水民电
电梯房",1980.0,112743
罗湖,洪湖,鹏大厦,2.0,1.0,37.09,350,94365,248.0,业主诚卖价格可谈深中鹏大厦小两房万科物业洪湖地铁口配套齐全,"近地铁
新上
东
民水民电",315.0,84928
宝安,西乡,香缇湾花园,5.0,2.0,162.0,1200,74074,251.0,安区新湖路和悦和路交汇处，由中熙地产开发，品牌物业管理。小区,"近地铁
新上
民水民电
电梯房",1080.0,66667
南山,华侨城,新天鹅堡三期,3.0,2.0,123.0,2180,177235,609.0,新天鹅堡三期，厅出大阳台3房，看全湖景，保养非常好，地铁口,"近地铁
新上
东南
民水民电",1962.0,159512
罗湖,翠竹,翠竹苑,2.0,1.0,56.67,368,64937,326.0,翠竹苑业主急卖，谈价空间大，配套齐全，租金高，采光通透,"近地铁
南
民水民电
带家私",331.2,58443
龙岗,布吉,信义金御半山（三期信义荔景御园）,4.0,2.0,89.0,660,74157,525.0,横厅设计万象汇楼上四房,"近地铁
新上
南北通
民水民电",594.0,66741
罗湖,布心,崇德雍翠华府,2.0,2.0,68.0,290,42647,488.0,崇德雍翠华府68平朝南二房采光好安静诚心售,"近地铁
新上
南
民水民电",261.0,38382
宝安,西乡,招商果岭,3.0,2.0,81.82,540,65998,,招商果项目所在地块占地面积39998.14平方米,"新上
东南
民水民电
电梯房",486.0,59398
罗湖,新秀,东方都会大厦,1.0,1.0,35.54,160,45019,633.0,黄贝岭 商品住宅 近地铁 南北通透 近医院 商圈成熟中间楼层,"近地铁
新上
西
民水民电",144.0,40517
福田,上下沙,京基滨河时代广场,1.0,1.0,43.39,260,59921,479.0,京基高层看海总价低，租金高,"近地铁
民水民电
电梯房",234.0,53929
罗湖,翠竹,翠拥华庭,3.0,2.0,98.71,585,59264,477.0,翠拥精装3房，业主换房诚心放卖，我帮业主买的，找价格好争取哦,"近地铁
东南
民水民电
电梯房",526.5,53338
南山,华侨城,香山美墅云颂,3.0,2.0,125.0,1550,124000,,香山美墅云颂满五维一 诚意出售 价格好谈,"新上
西南
民水民电
电梯房",1395.0,111600
福田,红树湾,中信红树湾花城北区,5.0,2.0,320.0,5000,156250,592.0,中信红树湾南北通复式4+1,"近地铁
西南
民水民电
电梯房",4500.0,140625
南山,华侨城,世纪村1期,3.0,2.0,133.75,1300,97196,606.0,世纪村134平的4房保养好拎包入住,"近地铁
新上
东
民水民电",1170.0,87476
盐田,盐田港,佳兆业山海苑,3.0,2.0,83.25,290,34834,725.0,楼下地铁口 价钱可谈 精装修 满5年 原装三房 次新小区,"近地铁
新上
东南
民水民电",261.0,31351
盐田,盐田港,中海半山溪谷花园,3.0,2.0,89.0,270,30337,829.0,臻享大阳台 南北通3房2厅 小高层电梯房、,"近地铁
新上
南
民水民电",243.0,27303
盐田,沙头角,壹海城（二期）,3.0,2.0,155.0,720,46451,190.0,万科壹海城玺湾小区，价格可谈，配套齐全，交通便利,"近地铁
新上
东南
民水民电",648.0,41806
罗湖,布心,崇德雍翠华府,2.0,2.0,68.06,345,50690,488.0,雍翠华 府近地铁 周边配套齐全 靠山物业 人车分离,"近地铁
新上
东
民水民电",310.5,45621
宝安,宝安中心区,壹方中心·玖誉(三期),3.0,2.0,95.07,1260,132533,250.0,壹方玖花园.鸿荣源巨资打造.户型方正实用.滨海奢居大豪宅急卖,"近地铁
新上
东南
民水民电",1134.0,119280
龙岗,布吉,佳兆业可园（五期）,3.0,2.0,98.0,600,61224,677.0,公园里的家,"近地铁
南
民水民电
电梯房",540.0,55102
罗湖,新秀,华清园,3.0,2.0,73.34,265,36133,424.0,莲塘口岸地铁站复式三房资金周转急售随时安排看房,"近地铁
新上
北
民水民电",238.5,32520
罗湖,翠竹,翠竹苑,2.0,1.0,47.38,310,65428,326.0,翠竹苑2房，交通便利，配套齐全，拎包入住,"近地铁
新上
东南
民水民电",279.0,58885
龙岗,布吉,信义荔山公馆（景和园）,4.0,2.0,87.89,450,51200,527.0,荔山公馆，朝公园4房，户型方正，采光浩，满五年，装修浩，急售,"近地铁
新上
东北
民水民电",405.0,46080
龙岗,布吉,茵悦之生花园（一期）,3.0,2.0,81.15,285,35120,804.0,茵悦之生三房两厅中间楼层，户型好装修保养干净，通风好,"近地铁
新上
南
民水民电",256.5,31608
龙华,民治,春华四季园（二期）,4.0,2.0,141.0,980,69503,661.0,低密大花园社区、顶复三层、直面湖景,"近地铁
南
民水民电
电梯房",882.0,62553
福田,香蜜湖,香荔花园,3.0,2.0,118.27,1450,122600,102.0,香荔花园118平3房看深圳湾海景香蜜湖公园儿童乐园配套,"近地铁
新上
西南
民水民电",1305.0,110340
福田,香蜜湖,宝能公馆V-House,2.0,1.0,98.0,820,83673,497.0,香蜜湖次新房宝能公馆,"近地铁
新上
北
民水民电",738.0,75306
宝安,桃源居,桃源居三区,2.0,2.0,82.19,360,43800,285.0,桃源居互相团结房子离地铁近书包房采光视野好,"近地铁
南
民水民电
电梯房",324.0,39420
宝安,桃源居,桃源居三区,3.0,2.0,103.3,450,43562,285.0,精装3房2厅，户型方正采光好，出行方便近书包,"近地铁
南北通
民水民电
电梯房",405.0,39206
罗湖,莲塘,四季御园（新世界四季御园）,1.0,1.0,49.54,280,56519,340.0,四季御园。莲塘关口地铁口物业，一房一厅，守关方便，,"近地铁
北
民水民电
电梯房",252.0,50867
罗湖,莲塘,名骏豪庭,3.0,2.0,69.8,330,47277,703.0,名骏豪庭近莲南 南向小三房 楼层佳 满五唯一,"近地铁
新上
东南
民水民电",297.0,42549
罗湖,莲塘,鹏兴花园（六期）,2.0,2.0,80.59,420,52115,378.0,精装大两房户型实用看房方便价格好沟通,"近地铁
新上
西北
民水民电",378.0,46904
罗湖,莲塘,名骏豪庭,1.0,1.0,43.0,180,41860,703.0,名骏豪庭 近莲南 南向精装  管理好 诚心出售,"近地铁
新上
南
民水民电",162.0,37674
宝安,沙井,博林君瑞,3.0,2.0,89.0,348,39101,,博林君瑞业主诚心出售，价格可议价，周边配套齐全，交通方便,"新上
西南
民水民电
电梯房",313.2,35191
龙岗,布吉,英郡年华花园（二期）,2.0,2.0,66.54,240,36068,338.0,英郡年华二期 新装修 68+28平 户型好 实用率高 钥匙房,"近地铁
新上
东北
民水民电",216.0,32461
南山,蛇口,海上世界双玺花园三期,3.0,2.0,205.02,2700,131694,564.0,塔尖资产海上世界双玺花园业主诚心卖价格可以谈,"近地铁
新上
东北
民水民电",2430.0,118525
宝安,西乡,合正汇一城,5.0,2.0,83.2,800,96153,66.0,下两层及地面三层商业，地下商业与地铁一号线西乡站无缝接驳。高,"近地铁
新上
东
民水民电",720.0,86538
宝安,宝安中心区,福中福商业城（二期）,3.0,2.0,74.08,430,58045,528.0,福中福商业城位于宝安新湖路与新安六路交汇处，地铁一号线坪洲站,"近地铁
新上
南
民水民电",387.0,52240
宝安,桃源居,桃源居世外桃源,3.0,2.0,119.62,510,42635,387.0,桃源居南北通透三房，一梯两户，前后看花园，户型方正，安静,"近地铁
新上
南北通
民水民电",459.0,38372
龙岗,布吉,佳兆业可园（一期）,3.0,2.0,97.9,485,49540,697.0,可园朝南3＋2房满五税少高层采光好急卖,"近地铁
新上
南
民水民电",436.5,44586
宝安,桃源居,桃源居世外桃源,2.0,1.0,93.0,350,37634,387.0,桃源居地铁口电梯两房，户型方正，采光好,"近地铁
新上
南
民水民电",315.0,33871
福田,皇岗,御景华城花园,1.0,,35.7,220,61624,193.0,御景华城，精装修一房，诚心出售，近地铁口,"近地铁
新上
东南
民水民电",198.0,55462
福田,福田中心区,中海华庭,2.0,2.0,85.43,820,95985,300.0,福田CBD中海华庭大两房看花园安静东南向,"近地铁
新上
东南
民水民电",738.0,86386
福田,上下沙,金海湾花园,3.0,2.0,117.93,1030,87339,645.0,金海湾花园，大三房，客厅出阳台，南向，看海景,"近地铁
新上
南
民水民电",927.0,78605
南山,华侨城,新天鹅堡三期,3.0,2.0,123.0,1850,150406,609.0,天鹅湖次新房好户型满五年税少地铁口物业,"近地铁
新上
南
民水民电",1665.0,135365
宝安,宝安中心区,西城上筑花园,3.0,2.0,111.0,980,88288,470.0,西城上筑项目位于宝安区N5区宝安大道与创业西路交汇处,"近地铁
新上
南
民水民电",882.0,79459
宝安,新安,勤诚达22世纪(和园),3.0,2.0,85.95,880,102385,220.0,3房户型 通风采光好 使用率高 配套成熟 价格可谈,"近地铁
新上
西北
民水民电",792.0,92146
盐田,沙头角,倚山花园（三期）,3.0,2.0,138.8,600,43227,632.0,倚山花园三期，东南向，大平层，中间楼层，看海景，诚意出售,"近地铁
新上
南
民水民电",540.0,38904
福田,宝安南,鸿翔花园,2.0,2.0,82.99,670,80732,299.0,三房两厅户型方正实用西南向业主自住房,"近地铁
新上
西南
民水民电",603.0,72659
罗湖,万象城,中海天钻,3.0,2.0,121.41,1000,82365,399.0,罗湖高档小区，中海天钻120平米高层景观好真实在售。,"近地铁
新上
南
民水民电",900.0,74128
罗湖,人民南,新银座华庭,1.0,1.0,39.98,209,52276,128.0,新银座，一房一厅，业主诚心出售。看房方便。,"近地铁
新上
北
民水民电",188.1,47048
罗湖,人民南,新银座华庭,1.0,1.0,39.98,190,47523,128.0,新银座，一房一厅，业主诚心出售。看房约起,"近地铁
北
民水民电
电梯房",171.0,42771
罗湖,人民南,新银座华庭,1.0,1.0,47.39,280,59084,128.0,新银座华庭，一房一厅，业主换房价位还可小刀,"近地铁
北
民水民电
电梯房",252.0,53176
罗湖,人民南,新银座华庭,2.0,1.0,47.08,220,46728,128.0,新银座，一房一厅，业主诚心出售,"近地铁
新上
南
民水民电",198.0,42055
罗湖,人民南,新银座华庭,1.0,1.0,48.0,300,62500,128.0,新银座，一房一厅，业主诚心出售,"近地铁
新上
南
民水民电",270.0,56250
盐田,沙头角,东埔海景花园（二期）,2.0,1.0,77.6,400,51546,723.0,东埔海景花园小区，价格可谈，配套齐全，交通便利,"近地铁
西南
民水民电
电梯房",360.0,46391
